chrom_ncbi chrom start start_phase end end_phase strand gene_id gene_name transcription_start transcription_end
NC_000010.11 chr10 38096617 0 38118837 2 + 7587 ZNF37A 38094335 38123352
NC_000007.14 chr7 100057006 0 100064617 2 + 7589 ZSCAN21 100049766 100065042
NC_000008.11 chr8 85328559 0 85341635 0 - 759 CA1 85328228 85378154
NC_000023.11 chrX 47447429 2 47467481 0 - 7592 ZNF41 47444778 47483234
NC_000019.10 chr19 58562071 2 58571389 0 - 7593 MZF1 58561916 58574439
NC_000019.10 chr19 21807606 2 21851934 0 - 7594 ZNF43 21804948 21852068
NW_003315964.2 chr19_GL383575v2_alt 168796 1 NA 1 - 7594 ZNF43 166138 170222
NC_000019.10 chr19 43913386 2 43922185 0 - 7596 ZNF45 43912623 43935280
NC_000014.9 chr14 64486922 1 64490533 0 - 7597 ZBTB25 64449105 64505213
NC_000008.11 chr8 85464081 0 85480789 0 + 760 CA2 85463901 85481492
NC_000008.11 chr8 85438909 0 85448153 0 + 761 CA3 85438826 85449040
NC_000017.11 chr17 60150034 0 60159424 0 + 762 CA4 60149940 60159546
NC_000019.10 chr19 11887923 0 11913410 2 + 7620 ZNF69 11887785 11914551
NC_000022.11 chr22 23743799 0 23745140 0 - 7621 ZNF70 23741583 23751092
NC_000022.11 chr22 20394628 0 20406968 2 + 7625 ZNF74 20394114 20408463
NC_000023.11 chrX 135287136 2 135294140 0 - 7626 ZNF75D 135248588 135344618
NC_000016.10 chr16 3313075 0 3317869 2 + 7627 ZNF75A 3305405 3318851
NC_000006.12 chr6 35281151 0 35295248 0 + 7629 ZNF76 35259487 35295987
NC_000016.10 chr16 87888128 0 87936450 0 - 763 CA5A 87888018 87936569
NC_000009.12 chr9 127424787 0 127445197 0 + 7633 ZNF79 127424373 127446964
NC_000003.12 chr3 114236252 0 114237074 0 - 7634 ZNF80 114234630 114237578
NC_000012.12 chr12 133041467 0 133058932 2 + 7637 ZNF84 133037285 133063304
NC_000019.10 chr19 43962726 0 43967356 2 + 7638 ZNF221 43951222 43967600
NC_000019.10 chr19 20923400 0 20950302 2 + 7639 ZNF85 20923220 20950697
NW_003315962.1 chr19_GL383573v1_alt 266676 0 293578 2 + 7639 ZNF85 266496 293973
NC_000019.10 chr19 20078132 0 20119360 2 + 7643 ZNF90 20077993 20121168
NC_000019.10 chr19 23359402 2 23395354 0 - 7644 ZNF91 23357695 23395560
NC_000001.11 chr1 8945886 0 8974704 2 + 765 CA6 8945784 8975092
NC_000019.10 chr19 22757313 2 22784016 0 - 7652 ZNF99 22752182 22784171
NC_000016.10 chr16 66844487 0 66853498 0 + 766 CA7 66844378 66854149
NC_000008.11 chr8 60208784 0 60281147 0 - 767 CA8 60187346 60281395
NC_000019.10 chr19 44025436 0 44033030 2 + 7673 ZNF222 44025331 44033110
NC_000019.10 chr19 9565939 0 9568097 0 - 7675 ZNF121 9565615 9584545
NC_000007.14 chr7 135927273 0 135927450 0 - 767558 LUZP6 135926754 135977456
NC_000001.11 chr1 247123867 1 247171877 0 - 7678 ZNF124 247121974 247172438
NC_000009.12 chr9 35673959 0 35681025 1 + 768 CA9 35673917 35681159
NC_000015.10 chr15 23565782 0 23567306 0 + 7681 MKRN3 23565306 23568020
NC_000017.11 chr17 76540141 0 76542574 1 + 768206 PRCD 76527585 76553580
NC_000004.12 chr4 37631387 1 37686287 0 - 768211 RELL1 37588058 37686377
NC_000004.12 chr4 7433313 0 7434879 0 - 768239 PSAPL1 7430293 7434973
NC_000005.10 chr5 43122053 0 43175133 0 + 7690 ZNF131 43120887 43176324
NC_000019.10 chr19 58433322 2 58439821 0 - 7691 ZNF132 58432806 58440222
NC_000020.11 chr20 18288441 0 18316816 2 + 7692 ZNF133 18288282 18316996
NC_000019.10 chr19 57619468 0 57621403 2 + 7693 ZNF134 57614461 57622268
NC_000019.10 chr19 58059241 0 58068461 2 + 7694 ZNF135 58059238 58069755
NC_000019.10 chr19 12163203 0 12188001 1 + 7695 ZNF136 12163056 12189249
NC_000007.14 chr7 64794568 0 64832202 2 + 7697 ZNF138 64794387 64853800
NC_000012.12 chr12 133081320 0 133106651 0 + 7699 ZNF140 133079686 133108803
NC_000019.10 chr19 48638118 2 48645632 0 - 770 CA11 48638014 48646194
NC_000004.12 chr4 337983 0 373862 2 + 7700 ZNF141 337806 373959
NC_000002.12 chr2 218638338 2 218656429 0 - 7701 ZNF142 218637915 218659632
NC_000011.10 chr11 9471308 0 9527613 0 + 7702 ZNF143 9460964 9528524
NC_000017.11 chr17 38735222 0 38740402 0 - 7703 PCGF2 38733896 38749817
NT_187614.1 chr17_KI270857v1_alt 2770541 0 2775721 0 - 7703 PCGF2 2769215 2785136
NC_000011.10 chr11 114063300 0 114250555 2 + 7704 ZBTB16 114059578 114250676
NC_000019.10 chr19 36236440 0 36237319 0 + 7705 ZNF146 36214601 36238774
NC_000017.11 chr17 56891699 2 56913988 0 - 7706 TRIM25 56887908 56914048
NC_000003.12 chr3 125232340 0 125313640 0 - 7707 ZNF148 125225668 125375354
NC_000001.11 chr1 15941968 2 15948495 0 - 7709 ZBTB17 15941868 15976132
NC_000015.10 chr15 63326284 1 63381720 0 - 771 CA12 63323530 63382110
NC_000019.10 chr19 57701634 2 57708971 0 - 7710 ZNF154 57696274 57709211
NC_000019.10 chr19 43988543 0 43997474 2 + 7711 ZNF155 43967702 43998326
NC_000023.11 chrX 47370668 0 47413594 2 + 7712 ZNF157 47370599 47413699
NC_000017.11 chr17 57974472 2 57988111 0 - 7716 VEZF1 57971546 57988254
NC_000006.12 chr6 28085480 0 28089470 2 + 7718 ZNF165 28080703 28089563
NC_000006.12 chr6 30185875 2 30199103 0 - 7726 TRIM26 30184452 30213494
NT_167244.2 chr6_GL000250v2_alt 1443926 2 1457164 0 - 7726 TRIM26 1442503 1471549
NT_113891.3 chr6_GL000251v2_alt 1665655 2 1678875 0 - 7726 TRIM26 1664232 1693622
NT_167245.2 chr6_GL000252v2_alt 1441747 2 1454985 0 - 7726 TRIM26 1440324 1469370
NT_167246.2 chr6_GL000253v2_alt 1496531 2 1509759 0 - 7726 TRIM26 1495108 1524147
NT_167247.2 chr6_GL000254v2_alt 1529904 2 1543130 0 - 7726 TRIM26 1528483 1557367
NT_167248.2 chr6_GL000255v2_alt 1440971 2 1454211 0 - 7726 TRIM26 1439548 1468596
NT_167249.2 chr6_GL000256v2_alt 1484762 2 1497988 0 - 7726 TRIM26 1483339 1512385
NC_000016.10 chr16 3402004 0 3408919 2 + 7727 ZNF174 3401189 3430851
NC_000019.10 chr19 51573329 0 51588467 2 + 7728 ZNF175 51571277 51592510
NC_000019.10 chr19 13207312 0 13506224 0 - 773 CACNA1A 13206441 13506460
NC_000019.10 chr19 9378311 0 9381777 0 + 7730 ZNF177 9363019 9382617
NC_000017.11 chr17 19411408 0 19416175 0 + 7732 RNF112 19410789 19417276
NC_000019.10 chr19 44476401 2 44500240 0 - 7733 ZNF180 44474427 44501750
NC_000023.11 chrX 119870581 0 119871613 0 - 7737 RNF113A 119870531 119871828
NC_000006.12 chr6 27451302 2 27472294 0 - 7738 ZNF184 27450741 27473118
NC_000023.11 chrX 152914489 0 152970541 0 + 7739 ZNF185 152898131 152973481
NC_000009.12 chr9 137877933 0 138121999 0 + 774 CACNA1B 137877788 138124624
NC_000006.12 chr6 28271919 0 28277096 0 + 7741 ZSCAN26 28267009 28278224
NC_000009.12 chr9 101399156 0 101409649 2 + 7743 ZNF189 101398807 101410660
NC_000006.12 chr6 28148407 0 28154017 2 + 7745 ZKSCAN8 28136742 28159472
NC_000006.12 chr6 28227084 0 28233178 2 + 7746 ZSCAN9 28212664 28233487
NC_000011.10 chr11 3359117 2 3379040 0 - 7748 ZNF195 3357926 3379222
NC_000012.12 chr12 2053562 0 2691199 0 + 775 CACNA1C 1970785 2697949
NC_000013.11 chr13 19993072 0 20086014 1 + 7750 ZMYM2 19957431 20091845
NC_000016.10 chr16 3223891 2 3233755 0 - 7752 ZNF200 3222324 3236221
NC_000011.10 chr11 123725996 2 123730888 0 - 7753 ZNF202 123723926 123741683
NC_000016.10 chr16 3113430 0 3120325 2 + 7755 ZNF205 3112561 3120527
NC_000017.11 chr17 32350285 0 32369759 2 + 7756 ZNF207 32350137 32408085
NC_000019.10 chr19 21971190 2 22010794 0 - 7757 ZNF208 21966094 22010943
NC_000003.12 chr3 53495166 0 53811406 0 + 776 CACNA1D 53494975 53813151
NC_000016.10 chr16 3137280 0 3141347 2 + 7760 ZNF213 3135055 3142804
NC_000011.10 chr11 6999861 2 7002835 0 - 7761 ZNF214 6996612 7020376
NC_000011.10 chr11 6932272 0 6956531 2 + 7762 ZNF215 6926417 7005354
NC_000009.12 chr9 72355952 2 72360778 0 - 7763 ZFAND5 72351424 72365247
NC_000020.11 chr20 53571743 2 53582826 0 - 7764 ZNF217 53567064 53608969
NC_000019.10 chr19 44055176 0 44067277 2 + 7766 ZNF223 44052010 44067994
NC_000019.10 chr19 44097873 0 44108284 2 + 7767 ZNF224 44094328 44109831
NC_000019.10 chr19 44115827 0 44132735 2 + 7768 ZNF225 44112075 44134816
NC_000019.10 chr19 44170080 0 44177674 2 + 7769 ZNF226 44165061 44177685
NC_000001.11 chr1 181483744 0 181798834 0 + 777 CACNA1E 181483310 181806784
NC_000019.10 chr19 44217792 0 44236830 2 + 7770 ZNF227 44207546 44237268
NC_000019.10 chr19 44327432 2 44343268 0 - 7771 ZNF112 44326552 44356704
NC_000019.10 chr19 44428302 2 44442847 0 - 7772 ZNF229 44426250 44448725
NC_000019.10 chr19 44007078 0 44011464 2 + 7773 ZNF230 44002924 44013926
NC_000017.11 chr17 5105823 2 5111822 0 - 7775 ZNF232 5105733 5123102
NC_000018.10 chr18 76824357 0 76968339 2 + 7776 ZNF236 76822560 76970732
NC_000001.11 chr1 211575387 2 211578612 0 - 7779 SLC30A1 211575038 211578757
NC_000023.11 chrX 49205136 0 49233309 0 - 778 CACNA1F 49205062 49233671
NC_000001.11 chr1 26039159 2 26045896 0 - 7780 SLC30A2 26038021 26046138
NC_000002.12 chr2 27255311 2 27262906 0 - 7781 SLC30A3 27254571 27275366
NC_000015.10 chr15 45485162 2 45522354 0 - 7782 SLC30A4 45482477 45523669
NC_000016.10 chr16 21197479 2 21211547 0 - 7783 ZP2 21197451 21214510
NC_000007.14 chr7 76424964 0 76442056 2 + 7784 ZP3 76397523 76442071
NC_000012.12 chr12 53481181 0 53487391 0 - 7786 MAP3K12 53479668 53500136
NC_000023.11 chrX 57908020 0 57910420 0 - 7789 ZXDA 57905429 57910633
NC_000001.11 chr1 201039830 0 201112339 0 - 779 CACNA1S 201039506 201112566
NC_000007.14 chr7 143381571 0 143390682 0 + 7791 ZYX 143378328 143391111
NC_000001.11 chr1 23088894 0 23094261 0 - 7798 LUZP1 23084022 23177808
NC_000001.11 chr1 13715605 0 13823184 2 + 7799 PRDM2 13700239 13825079
NC_000006.12 chr6 30885219 0 30899296 0 + 780 DDR1 30880908 30900156
NT_167244.2 chr6_GL000250v2_alt 2214722 0 NA 2 + 780 DDR1 2214564 2218962
NT_113891.3 chr6_GL000251v2_alt 2364988 0 2379067 0 + 780 DDR1 2360677 2379927
NT_167245.2 chr6_GL000252v2_alt 2141513 0 2155976 0 + 780 DDR1 2137131 2156466
NT_167246.2 chr6_GL000253v2_alt 2195461 0 2209534 0 + 780 DDR1 2191150 2210394
NT_167247.2 chr6_GL000254v2_alt 2229368 0 NA 0 + 780 DDR1 2226761 2249066
NT_167248.2 chr6_GL000255v2_alt 2140387 0 2154466 0 + 780 DDR1 2136076 2155326
NC_000001.11 chr1 37556928 0 37565061 0 + 7802 DNALI1 37556918 37566857
NC_000006.12 chr6 63576880 0 63580174 1 + 7803 PTP4A1 63572011 63583588
NC_000001.11 chr1 53247017 0 53327912 0 - 7804 LRP8 53242363 53328149
NC_000001.11 chr1 30733827 0 30757745 0 - 7805 LAPTM5 30732467 30757836
NC_000016.10 chr16 10770271 0 10818493 0 - 780776 TVP23A 10761363 10818859
NC_000001.11 chr1 54999186 0 55008628 1 + 7809 BSND 54998943 55008792
NC_000007.14 chr7 81950391 0 82443459 0 - 781 CACNA2D1 81946443 82443806
NC_000001.11 chr1 114718168 0 114741664 0 - 7812 CSDE1 114716912 114758050
NC_000001.11 chr1 92513655 0 92792394 0 - 7813 EVI5 92508695 92792404
NC_000001.11 chr1 155709779 0 155738242 2 + 7818 DAP3 155689088 155739010
NC_000017.11 chr17 39175192 0 39197495 0 - 782 CACNB1 39173455 39197703
NC_000001.11 chr1 179551172 0 179575864 0 - 7827 NPHS2 179550538 179575976
NC_000010.11 chr10 18140736 0 18539724 0 + 783 CACNB2 18140676 18541759
NC_000001.11 chr1 203305606 0 203307438 2 + 7832 BTG2 203305535 203309602
NC_000002.12 chr2 1634203 0 1744455 0 - 7837 PXDN 1631886 1744852
NC_000012.12 chr12 48814547 0 48827899 0 + 784 CACNB3 48814431 48828943
NC_000002.12 chr2 73385868 0 73609612 0 + 7840 ALMS1 73385757 73609919
NC_000002.12 chr2 74461274 1 74465247 0 - 7841 MOGS 74461056 74465410
NC_000002.12 chr2 86603842 1 86622886 0 - 7844 RNF103 86603392 86623877
NC_000012.12 chr12 49185009 0 49188979 0 - 7846 TUBA1A 49184794 49189324
NC_000002.12 chr2 113218532 2 113278394 0 - 7849 PAX8 113215996 113278950
NC_000002.12 chr2 151839118 0 152099011 0 - 785 CACNB4 151832770 152099988
NC_000002.12 chr2 102008575 0 102028392 2 + 7850 IL1R2 101991815 102028544
NC_000002.12 chr2 110085694 0 110115792 0 - 7851 MALL 110083869 110118139
NC_000002.12 chr2 136114868 0 136118060 0 - 7852 CXCR4 136114348 136118155
NC_000002.12 chr2 207766981 0 207768739 0 - 7855 FZD5 207762585 207769419
NC_000002.12 chr2 223597428 0 223599282 0 - 7857 SCG2 223596939 223602499
NC_000017.11 chr17 67044660 0 67056271 2 + 786 CACNG1 67044535 67056797
NC_000003.12 chr3 9734140 0 9747349 1 + 7862 BRPF1 9731728 9748015
NC_000003.12 chr3 50288190 0 50292466 0 - 7866 IFRD2 50287731 50292595
NC_000003.12 chr3 50617565 0 50648046 0 + 7867 MAPKAPK3 50611861 50649297
NC_000003.12 chr3 50269240 0 50276706 0 + 7869 SEMA3B 50267557 50277171
NC_000003.12 chr3 57757651 0 57927388 0 + 7871 SLMAP 57756220 57930003
NC_000003.12 chr3 51385333 0 51389089 2 + 7873 MANF 51385236 51389397
NC_000016.10 chr16 8893997 2 8963285 0 - 7874 USP7 8892093 8963484
NC_000003.12 chr3 128795367 0 128813422 0 + 7879 RAB7A 128726135 128814798
NC_000003.12 chr3 48857709 0 48898794 0 - 788 SLC25A20 48856922 48898993
NC_000003.12 chr3 156120611 0 156536747 0 + 7881 KCNAB1 156120547 156539138
NC_000004.12 chr4 1693596 0 1712188 0 - 7884 SLBP 1692799 1712694
NC_000008.11 chr8 33592012 2 33597515 0 - 78986 DUSP26 33591329 33600028
NC_000003.12 chr3 9934438 0 9944579 2 + 78987 CRELD1 9933787 9945413
NC_000013.11 chr13 21176916 0 21177225 0 + 78988 MRPL57 21176232 21179084
NC_000002.12 chr2 3603645 0 3644118 2 + 78989 COLEC11 3594831 3644644
NC_000014.9 chr14 94026537 0 94045922 0 + 78990 OTUB2 94016094 94048930
NT_187601.1 chr14_KI270847v1_alt 1137739 0 1160484 0 + 78990 OTUB2 1130656 1163492
NC_000005.10 chr5 149358068 0 149368654 2 + 78991 PCYOX1L 149358006 149369658
NC_000019.10 chr19 10923290 0 10928410 0 - 78992 YIPF2 10922767 10929012
NC_000016.10 chr16 30651645 0 30656311 1 + 78994 PRR14 30650716 30656413
NC_000017.11 chr17 44142142 0 44161932 2 + 78995 C17orf53 44141905 44162477
NC_000007.14 chr7 135166610 0 135168922 0 - 78996 C7orf49 135165779 135170826
NC_000020.11 chr20 44247334 0 44279300 2 + 78997 GDAP1L1 44247098 44280917
NC_000011.10 chr11 66857744 0 66860195 1 + 78999 LRFN4 66856479 66860475
NC_000002.12 chr2 27217551 0 27243518 1 + 790 CAD 27217389 27243792
NC_000001.11 chr1 25832087 2 25859357 0 - 79000 AUNIP 25831912 25859458
NC_000016.10 chr16 31091133 2 31094729 0 - 79001 VKORC1 31090853 31096337
NC_000019.10 chr19 12730960 0 12734657 0 - 79002 C19orf43 12730639 12734715
NC_000017.11 chr17 5488862 0 5489480 0 + 79003 MIS12 5486373 5490814
NC_000010.11 chr10 102423425 0 102425188 0 - 79004 CUEDC2 102423244 102432666
NC_000001.11 chr1 151166152 0 151169085 1 + 79005 SCNM1 151166021 151170297
NC_000016.10 chr16 715289 0 717387 2 + 79006 METRN 715172 717480
NC_000016.10 chr16 90006334 2 90020118 0 - 79007 DBNDD1 90004864 90020131
NC_000016.10 chr16 29454742 0 29458124 0 + 79008 SLX1B 29454500 29458224
NC_000010.11 chr10 68901384 0 68946630 0 + 79009 DDX50 68898971 68946847
NC_000003.12 chr3 49859317 0 49862388 0 - 79012 CAMKV 49857980 49869955
NC_000019.10 chr19 17309654 0 17319656 0 + 79016 DDA1 17309527 17323298
NC_000007.14 chr7 30497091 0 30504709 0 - 79017 GGCT 30496620 30504841
NC_000017.11 chr17 18039464 0 18065243 1 + 79018 GID4 18039296 18068405
NC_000022.11 chr22 41939055 0 41947076 0 - 79019 CENPM 41927762 41947164
NC_000007.14 chr7 42909634 0 42912067 0 - 79020 C7orf25 42909272 42912090
NC_000012.12 chr12 47964236 0 47968229 1 + 79022 TMEM106C 47963546 47968878
NC_000012.12 chr12 102074353 0 102118518 0 - 79023 NUP37 102074188 102120139
NC_000013.11 chr13 44143917 2 44160855 0 - 79024 SMIM2 44143150 44161257
NC_000020.11 chr20 63555663 0 63556620 0 + 79025 C20orf195 63553019 63556708
NC_000011.10 chr11 62433883 2 62536098 0 - 79026 AHNAK 62433541 62546860
NC_000007.14 chr7 99560559 0 99573584 2 + 79027 ZNF655 99558421 99576453
NC_000015.10 chr15 45402429 0 45421210 0 + 79029 SPATA5L1 45402272 45421419
NC_000005.10 chr5 100811846 1 100902955 0 - 7903 ST8SIA4 100806934 100903285
NC_000002.12 chr2 100563067 0 100576496 2 + 79031 PDCL3 100562955 100576739
NC_000001.11 chr1 44221557 2 44355026 0 - 79033 ERI3 44221069 44355279
NC_000007.14 chr7 6590283 0 6608161 1 + 79034 C7orf26 6589367 6608726
NC_000012.12 chr12 56224856 0 56229213 2 + 79035 NABP2 56222092 56229854
NC_000019.10 chr19 18562056 0 18568631 2 + 79036 KXD1 18557761 18569387
NC_000007.14 chr7 100219910 0 100221251 0 + 79037 PVRIG 100216716 100221490
NC_000014.9 chr14 103715841 0 103733018 0 + 79038 ZFYVE21 103715743 103733668
NC_000012.12 chr12 113158876 2 113185451 0 - 79039 DDX54 113157172 113185479
NC_000019.10 chr19 16661217 0 16688371 0 + 79041 TMEM38A 16661126 16689019
NC_000019.10 chr19 54190366 0 54193671 2 + 79042 TSEN34 54189516 54194536
NW_003571054.1 chr19_GL949746v1_alt 165163 0 168467 2 + 79042 TSEN34 164313 169332
NW_003571055.2 chr19_GL949747v2_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NW_003571056.2 chr19_GL949748v2_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NW_003571057.2 chr19_GL949749v2_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NW_003571058.2 chr19_GL949750v2_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NW_003571059.2 chr19_GL949751v2_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NW_003571060.1 chr19_GL949752v1_alt 165330 0 168634 2 + 79042 TSEN34 164480 169499
NW_003571061.2 chr19_GL949753v2_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NT_187693.1 chr19_KI270938v1_alt 165331 0 168640 2 + 79042 TSEN34 164481 169508
NC_000019.10 chr19 33800454 0 33812948 0 + 79047 KCTD15 33796845 33815761
NC_000009.12 chr9 89318576 0 89358824 2 + 79048 SECISBP2 89318472 89367117
NC_000005.10 chr5 112878785 2 112922190 0 - 7905 REEP5 112876383 112922334
NC_000012.12 chr12 132144488 0 132152401 0 + 79050 NOC4L 132144421 132152473
NC_000011.10 chr11 78100963 1 78139588 0 - 79053 ALG8 78100941 78139660
NC_000002.12 chr2 233926537 0 234014612 0 + 79054 TRPM8 233917361 234019522
NC_000011.10 chr11 32830529 0 32853527 1 + 79056 PRRG4 32829773 32858123
NC_000023.11 chrX 151698814 0 151701033 0 + 79057 PRRG3 151694675 151705924
NC_000017.11 chr17 81977646 0 82017322 2 + 79058 ASPSCR1 81977549 82017563
NC_000011.10 chr11 62790622 2 62791994 0 - 79064 TMEM223 62790314 62792014
NC_000002.12 chr2 219220446 0 219228024 0 - 79065 ATG9A 219219379 219229688
NC_000017.11 chr17 2419969 0 2502331 0 - 79066 METTL16 2416048 2511906
NC_000016.10 chr16 53704184 0 54111915 1 + 79068 FTO 53703962 54114467
NC_000013.11 chr13 102784494 0 102798670 0 - 79070 KDELC1 102784280 102799054
NC_000004.12 chr4 110051337 2 110198335 0 - 79071 ELOVL6 110049072 110199199
NC_000005.10 chr5 7859434 0 7868083 0 - 79072 FASTKD3 7859158 7869037
NC_000011.10 chr11 60919693 0 60922165 2 + 79073 TMEM109 60913898 60923443
NC_000002.12 chr2 105337587 0 105345371 0 + 79074 C2orf49 105337358 105359940
NC_000008.11 chr8 119834892 1 119855795 0 - 79075 DSCC1 119833940 119855930
NC_000016.10 chr16 30424232 1 30429980 0 - 79077 DCTPP1 30423697 30430052
NC_000001.11 chr1 42767311 0 42775394 0 + 79078 C1orf50 42767244 42775742
NC_000011.10 chr11 60842124 0 60850325 0 + 79080 CCDC86 60841955 60851088
NC_000011.10 chr11 62663128 1 62670031 0 - 79081 LBHD1 62662816 62671769
NC_000002.12 chr2 237493426 0 237553592 0 + 79083 MLPH 237486409 237555318
NC_000001.11 chr1 111441229 1 111449169 0 - 79084 WDR77 111439889 111449208
NC_000019.10 chr19 6441974 2 6459628 0 - 79085 SLC25A23 6436080 6460221
NC_000019.10 chr19 16647245 1 16660110 0 - 79086 SMIM7 16630742 16660157
NC_000022.11 chr22 49903837 1 49913765 0 - 79087 ALG12 49859146 49918458
NC_000019.10 chr19 9528379 0 9536232 0 - 79088 ZNF426 9526550 9538645
NC_000017.11 chr17 44187708 0 44190864 1 + 79089 TMUB2 44186968 44191731
NC_000019.10 chr19 45163191 2 45178218 0 - 79090 TRAPPC6A 45162927 45178243
NC_000016.10 chr16 8625665 0 8646143 0 + 79091 METTL22 8621639 8661208
NC_000017.11 chr17 80181438 0 80208345 1 + 79092 CARD14 80169991 80209331
NC_000015.10 chr15 40953457 0 40955774 0 + 79094 CHAC1 40953437 40956519
NC_000009.12 chr9 128160407 0 128163615 2 + 79095 C9orf16 128159424 128163928
NC_000011.10 chr11 62671745 0 62672114 0 + 790955 UQCC3 62671653 62673690
NC_000011.10 chr11 46936805 0 47164252 1 + 79096 C11orf49 46936527 47164381
NC_000011.10 chr11 55262267 0 55269338 1 + 79097 TRIM48 55262181 55271119
NC_000001.11 chr1 207021957 0 207027598 0 - 79098 C1orf116 207018520 207032761
NC_000011.10 chr11 93736160 0 93739304 0 - 79101 TAF1D 93735928 93741537
NC_000011.10 chr11 119335122 0 119336424 0 + 79102 RNF26 119334499 119337314
NC_000009.12 chr9 125438886 0 125672574 0 - 79109 MAPKAP1 125437393 125707234
NC_000006.12 chr6 18225718 0 18263987 0 - 7913 DEK 18224168 18264568
NC_000017.11 chr17 42101760 0 42111892 0 - 79132 DHX58 42101403 42112733
NC_000020.11 chr20 13785068 0 13817210 0 + 79133 NDUFAF5 13785025 13818421
NC_000002.12 chr2 120221923 0 120222976 0 - 79134 TMEM185B 120217470 120223408
NC_000023.11 chrX 23840341 0 23907702 0 - 79135 APOO 23833347 23907940
NC_000002.12 chr2 219178352 0 219182629 2 + 79137 FAM134A 219178216 219185475
NC_000008.11 chr8 123015446 1 123042122 0 - 79139 DERL1 123013163 123042423
NC_000001.11 chr1 32201935 0 32205248 1 + 79140 CCDC28B 32200385 32205390
NC_000017.11 chr17 7235625 2 7239279 0 - 79142 PHF23 7235027 7239717
NC_000019.10 chr19 54174043 1 54188508 0 - 79143 MBOAT7 54173411 54189882
NW_003571054.1 chr19_GL949746v1_alt 148815 1 163305 0 - 79143 MBOAT7 148183 164679
NW_003571055.2 chr19_GL949747v2_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NW_003571056.2 chr19_GL949748v2_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NW_003571057.2 chr19_GL949749v2_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NW_003571058.2 chr19_GL949750v2_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NW_003571059.2 chr19_GL949751v2_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NW_003571060.1 chr19_GL949752v1_alt 148821 1 163472 0 - 79143 MBOAT7 148189 164846
NW_003571061.2 chr19_GL949753v2_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NT_187693.1 chr19_KI270938v1_alt 148851 1 163476 0 - 79143 MBOAT7 148219 164847
NC_000020.11 chr20 63521308 0 63521879 2 + 79144 PPDPF 63520077 63522171
